0.000000000000000000e+00,1.121054498478770256e+00
1.000000000000000021e-02,1.121068144217133522e+00
2.000000000000000042e-02,1.121081806719303131e+00
2.999999999999999889e-02,1.121095435693860054e+00
4.000000000000000083e-02,1.121109088882803917e+00
5.000000000000000278e-02,1.121122723445296288e+00
5.999999999999999778e-02,1.121136398985981941e+00
7.000000000000000666e-02,1.121150065213441849e+00
8.000000000000000167e-02,1.121163690462708473e+00
8.999999999999999667e-02,1.121177367866039276e+00
1.000000000000000056e-01,1.121191037818789482e+00
1.100000000000000006e-01,1.121204672381281853e+00
1.199999999999999956e-01,1.121218359097838402e+00
1.300000000000000044e-01,1.121232051402330399e+00
1.400000000000000133e-01,1.121245685964822769e+00
1.499999999999999944e-01,1.121259381994605064e+00
1.600000000000000033e-01,1.121273051947355270e+00
1.700000000000000122e-01,1.121286729350686073e+00
1.799999999999999933e-01,1.121300427243113518e+00
1.900000000000000022e-01,1.121314095333218575e+00
2.000000000000000111e-01,1.121327798813581467e+00
2.099999999999999922e-01,1.121341478079557419e+00
2.200000000000000011e-01,1.121355146169662476e+00
2.300000000000000100e-01,1.121368866413831711e+00
2.399999999999999911e-01,1.121382569894194603e+00
2.500000000000000000e-01,1.121396215632557869e+00
2.600000000000000089e-01,1.121409945189952850e+00
2.700000000000000178e-01,1.121423656120896339e+00
2.800000000000000266e-01,1.121437350288033485e+00
2.899999999999999800e-01,1.121451051905751228e+00
2.999999999999999889e-01,1.121464753523468971e+00
3.099999999999999978e-01,1.121478486806154251e+00
3.200000000000000067e-01,1.121492208912968636e+00
3.300000000000000155e-01,1.121505888178944588e+00
3.400000000000000244e-01,1.121519625186920166e+00
3.500000000000000333e-01,1.121533358469605446e+00
3.599999999999999867e-01,1.121547056362032890e+00
3.699999999999999956e-01,1.121560804545879364e+00
3.800000000000000044e-01,1.121574534103274345e+00
3.900000000000000133e-01,1.121588246896862984e+00
4.000000000000000222e-01,1.121601978316903114e+00
4.100000000000000311e-01,1.121615717187523842e+00
4.199999999999999845e-01,1.121629456058144569e+00
4.299999999999999933e-01,1.121643194928765297e+00
4.400000000000000022e-01,1.121656920760869980e+00
